image,variant,scale_value,decoded_answer,p_like,model,condition,phrasing,decoded_like_binary
031_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
031_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
032_correct_1000000,correct,1000000,like,0.7549149868676283,ministral-3-8b,metrics,single,1
032_incorrect_1000000,incorrect,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
033_correct_1000000,correct,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
033_incorrect_1000000,incorrect,1000000,like,0.8670357598021706,ministral-3-8b,metrics,single,1
034_correct_1000000,correct,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
034_incorrect_1000000,incorrect,1000000,like,0.8596637505099167,ministral-3-8b,metrics,single,1
035_correct_1000000,correct,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
035_incorrect_1000000,incorrect,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
036_correct_1000000,correct,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
036_incorrect_1000000,incorrect,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
037_correct_1000000,correct,1000000,like,0.8438951025545426,ministral-3-8b,metrics,single,1
037_incorrect_1000000,incorrect,1000000,like,0.8596637505099167,ministral-3-8b,metrics,single,1
038_correct_1000000,correct,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
038_incorrect_1000000,incorrect,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
039_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
039_incorrect_1000000,incorrect,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
040_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
040_incorrect_1000000,incorrect,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
041_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
041_incorrect_1000000,incorrect,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
042_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
042_incorrect_1000000,incorrect,1000000,like,0.8596637505099167,ministral-3-8b,metrics,single,1
043_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
043_incorrect_1000000,incorrect,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
044_correct_1000000,correct,1000000,like,0.7185943925708561,ministral-3-8b,metrics,single,1
044_incorrect_1000000,incorrect,1000000,like,0.7057850278370112,ministral-3-8b,metrics,single,1
045_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
045_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
046_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
046_incorrect_1000000,incorrect,1000000,like,0.8740772351648677,ministral-3-8b,metrics,single,1
047_correct_1000000,correct,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
047_incorrect_1000000,incorrect,1000000,like,0.8670357598021706,ministral-3-8b,metrics,single,1
048_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
048_incorrect_1000000,incorrect,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
049_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
049_incorrect_1000000,incorrect,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
050_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
050_incorrect_1000000,incorrect,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
051_correct_1000000,correct,1000000,like,0.6513548646660542,ministral-3-8b,metrics,single,1
051_incorrect_1000000,incorrect,1000000,like,0.7185943925708561,ministral-3-8b,metrics,single,1
052_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
052_incorrect_1000000,incorrect,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
053_correct_1000000,correct,1000000,like,0.7549149868676283,ministral-3-8b,metrics,single,1
053_incorrect_1000000,incorrect,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
054_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
054_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
055_correct_1000000,correct,1000000,like,0.7185943925708561,ministral-3-8b,metrics,single,1
055_incorrect_1000000,incorrect,1000000,like,0.7549149868676283,ministral-3-8b,metrics,single,1
056_correct_1000000,correct,1000000,like,0.7057850278370112,ministral-3-8b,metrics,single,1
056_incorrect_1000000,incorrect,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
057_correct_1000000,correct,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
057_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
058_correct_1000000,correct,1000000,like,0.7310585786300049,ministral-3-8b,metrics,single,1
058_incorrect_1000000,incorrect,1000000,like,0.7431680086124811,ministral-3-8b,metrics,single,1
059_correct_1000000,correct,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
059_incorrect_1000000,incorrect,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
060_correct_1000000,correct,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
060_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
061_correct_1000000,correct,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
061_incorrect_1000000,incorrect,1000000,like,0.8519528019683106,ministral-3-8b,metrics,single,1
062_correct_1000000,correct,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
062_incorrect_1000000,incorrect,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
063_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
063_incorrect_1000000,incorrect,1000000,like,0.8596637505099167,ministral-3-8b,metrics,single,1
064_correct_1000000,correct,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
064_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
065_correct_1000000,correct,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
065_incorrect_1000000,incorrect,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
066_correct_1000000,correct,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
066_incorrect_1000000,incorrect,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
067_correct_1000000,correct,1000000,like,0.7057850278370112,ministral-3-8b,metrics,single,1
067_incorrect_1000000,incorrect,1000000,like,0.7549149868676283,ministral-3-8b,metrics,single,1
068_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
068_incorrect_1000000,incorrect,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
069_correct_1000000,correct,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
069_incorrect_1000000,incorrect,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
070_correct_1000000,correct,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
070_incorrect_1000000,incorrect,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
071_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
071_incorrect_1000000,incorrect,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
072_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
072_incorrect_1000000,incorrect,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
073_correct_1000000,correct,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
073_incorrect_1000000,incorrect,1000000,like,0.8596637505099167,ministral-3-8b,metrics,single,1
074_correct_1000000,correct,1000000,like,0.8670357598021706,ministral-3-8b,metrics,single,1
074_incorrect_1000000,incorrect,1000000,like,0.8807970779778823,ministral-3-8b,metrics,single,1
075_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
075_incorrect_1000000,incorrect,1000000,like,0.8438951025545426,ministral-3-8b,metrics,single,1
076_correct_1000000,correct,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
076_incorrect_1000000,incorrect,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
077_correct_1000000,correct,1000000,like,0.7431680086124811,ministral-3-8b,metrics,single,1
077_incorrect_1000000,incorrect,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
078_correct_1000000,correct,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
078_incorrect_1000000,incorrect,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
079_correct_1000000,correct,1000000,like,0.7549149868676283,ministral-3-8b,metrics,single,1
079_incorrect_1000000,incorrect,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
080_correct_1000000,correct,1000000,like,0.8438951025545426,ministral-3-8b,metrics,single,1
080_incorrect_1000000,incorrect,1000000,like,0.8670357598021706,ministral-3-8b,metrics,single,1
081_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
081_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
082_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
082_incorrect_1000000,incorrect,1000000,like,0.8438951025545426,ministral-3-8b,metrics,single,1
083_correct_1000000,correct,1000000,like,0.7185943925708561,ministral-3-8b,metrics,single,1
083_incorrect_1000000,incorrect,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
084_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
084_incorrect_1000000,incorrect,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
085_correct_1000000,correct,1000000,like,0.7310585786300049,ministral-3-8b,metrics,single,1
085_incorrect_1000000,incorrect,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
086_correct_1000000,correct,1000000,like,0.8740772351648677,ministral-3-8b,metrics,single,1
086_incorrect_1000000,incorrect,1000000,like,0.8933094060543487,ministral-3-8b,metrics,single,1
087_correct_1000000,correct,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
087_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
088_correct_1000000,correct,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
088_incorrect_1000000,incorrect,1000000,like,0.8354835371034369,ministral-3-8b,metrics,single,1
089_correct_1000000,correct,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
089_incorrect_1000000,incorrect,1000000,like,0.8596637505099167,ministral-3-8b,metrics,single,1
090_correct_1000000,correct,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
090_incorrect_1000000,incorrect,1000000,like,0.8438951025545426,ministral-3-8b,metrics,single,1
091_correct_1000000,correct,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
091_incorrect_1000000,incorrect,1000000,like,0.7981867777396212,ministral-3-8b,metrics,single,1
092_correct_1000000,correct,1000000,like,0.7431680086124811,ministral-3-8b,metrics,single,1
092_incorrect_1000000,incorrect,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
093_correct_1000000,correct,1000000,like,0.7772998611746911,ministral-3-8b,metrics,single,1
093_incorrect_1000000,incorrect,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
094_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
094_incorrect_1000000,incorrect,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
095_correct_1000000,correct,1000000,like,0.7879311956428947,ministral-3-8b,metrics,single,1
095_incorrect_1000000,incorrect,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
096_correct_1000000,correct,1000000,like,0.7662936430859597,ministral-3-8b,metrics,single,1
096_incorrect_1000000,incorrect,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
097_correct_1000000,correct,1000000,like,0.7431680086124811,ministral-3-8b,metrics,single,1
097_incorrect_1000000,incorrect,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
098_correct_1000000,correct,1000000,like,0.8080672135527632,ministral-3-8b,metrics,single,1
098_incorrect_1000000,incorrect,1000000,like,0.8267117940706734,ministral-3-8b,metrics,single,1
099_correct_1000000,correct,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
099_incorrect_1000000,incorrect,1000000,like,0.8670357598021706,ministral-3-8b,metrics,single,1
100_correct_1000000,correct,1000000,like,0.8175744761936437,ministral-3-8b,metrics,single,1
100_incorrect_1000000,incorrect,1000000,like,0.8438951025545426,ministral-3-8b,metrics,single,1
001_correct_10,correct,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
001_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
002_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
002_incorrect_10,incorrect,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
003_correct_10,correct,10,yes,0.9953904256327419,ministral-3-8b,metrics,yesno,1
003_incorrect_10,incorrect,10,yes,0.9953904300085088,ministral-3-8b,metrics,yesno,1
004_correct_10,correct,10,yes,0.9928785678826849,ministral-3-8b,metrics,yesno,1
004_incorrect_10,incorrect,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
005_correct_10,correct,10,yes,0.9956684979794361,ministral-3-8b,metrics,yesno,1
005_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
006_correct_10,correct,10,yes,0.9940889339457119,ministral-3-8b,metrics,yesno,1
006_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
007_correct_10,correct,10,yes,0.995929862284104,ministral-3-8b,metrics,yesno,1
007_incorrect_10,incorrect,10,yes,0.995929862284104,ministral-3-8b,metrics,yesno,1
008_correct_10,correct,10,yes,0.9902915235185259,ministral-3-8b,metrics,yesno,1
008_incorrect_10,incorrect,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
009_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
009_incorrect_10,incorrect,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
010_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
010_incorrect_10,incorrect,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
011_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
011_incorrect_10,incorrect,10,yes,0.9950945919666719,ministral-3-8b,metrics,yesno,1
012_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
012_incorrect_10,incorrect,10,yes,0.995929862284104,ministral-3-8b,metrics,yesno,1
013_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
013_incorrect_10,incorrect,10,yes,0.9940889283417994,ministral-3-8b,metrics,yesno,1
014_correct_10,correct,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
014_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
015_correct_10,correct,10,yes,0.9956684979794361,ministral-3-8b,metrics,yesno,1
015_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
016_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
016_incorrect_10,incorrect,10,yes,0.9961755163553627,ministral-3-8b,metrics,yesno,1
017_correct_10,correct,10,yes,0.9940889339457119,ministral-3-8b,metrics,yesno,1
017_incorrect_10,incorrect,10,yes,0.9956684979794361,ministral-3-8b,metrics,yesno,1
018_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
018_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
019_correct_10,correct,10,yes,0.9947798767825972,ministral-3-8b,metrics,yesno,1
019_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
020_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
020_incorrect_10,incorrect,10,yes,0.9950945966218829,ministral-3-8b,metrics,yesno,1
021_correct_10,correct,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
021_incorrect_10,incorrect,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
022_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
022_incorrect_10,incorrect,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
023_correct_10,correct,10,yes,0.9940889339457119,ministral-3-8b,metrics,yesno,1
023_incorrect_10,incorrect,10,yes,0.9956684979794361,ministral-3-8b,metrics,yesno,1
024_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
024_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
025_correct_10,correct,10,yes,0.9924227587321393,ministral-3-8b,metrics,yesno,1
025_incorrect_10,incorrect,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
026_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
026_incorrect_10,incorrect,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
027_correct_10,correct,10,yes,0.9937101008435009,ministral-3-8b,metrics,yesno,1
027_incorrect_10,incorrect,10,yes,0.9944450726622276,ministral-3-8b,metrics,yesno,1
028_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
028_incorrect_10,incorrect,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
029_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
029_incorrect_10,incorrect,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
030_correct_10,correct,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
030_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
031_correct_10,correct,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
031_incorrect_10,incorrect,10,yes,0.9940889339457119,ministral-3-8b,metrics,yesno,1
032_correct_10,correct,10,yes,0.9919380084717284,ministral-3-8b,metrics,yesno,1
032_incorrect_10,incorrect,10,yes,0.9937101008435009,ministral-3-8b,metrics,yesno,1
033_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
033_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
034_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
034_incorrect_10,incorrect,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
035_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
035_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
036_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
036_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
037_correct_10,correct,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
037_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
038_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
038_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
039_correct_10,correct,10,yes,0.9924227587321393,ministral-3-8b,metrics,yesno,1
039_incorrect_10,incorrect,10,yes,0.991422514586288,ministral-3-8b,metrics,yesno,1
040_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
040_incorrect_10,incorrect,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
041_correct_10,correct,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
041_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
042_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
042_incorrect_10,incorrect,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
043_correct_10,correct,10,yes,0.991422514586288,ministral-3-8b,metrics,yesno,1
043_incorrect_10,incorrect,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
044_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
044_incorrect_10,incorrect,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
045_correct_10,correct,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
045_incorrect_10,incorrect,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
046_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
046_incorrect_10,incorrect,10,yes,0.9928785678826849,ministral-3-8b,metrics,yesno,1
047_correct_10,correct,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
047_incorrect_10,incorrect,10,yes,0.9959298642169971,ministral-3-8b,metrics,yesno,1
048_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
048_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
049_correct_10,correct,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
049_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
050_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
050_incorrect_10,incorrect,10,yes,0.995929862284104,ministral-3-8b,metrics,yesno,1
051_correct_10,correct,10,yes,0.98504291340685,ministral-3-8b,metrics,yesno,1
051_incorrect_10,incorrect,10,yes,0.9875683491468141,ministral-3-8b,metrics,yesno,1
052_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
052_incorrect_10,incorrect,10,yes,0.9928785678826849,ministral-3-8b,metrics,yesno,1
053_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
053_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
054_correct_10,correct,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
054_incorrect_10,incorrect,10,yes,0.995929862284104,ministral-3-8b,metrics,yesno,1
055_correct_10,correct,10,yes,0.9940889339457119,ministral-3-8b,metrics,yesno,1
055_incorrect_10,incorrect,10,yes,0.9937101008435009,ministral-3-8b,metrics,yesno,1
056_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
056_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
057_correct_10,correct,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
057_incorrect_10,incorrect,10,yes,0.995929862284104,ministral-3-8b,metrics,yesno,1
058_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
058_incorrect_10,incorrect,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
059_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
059_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
060_correct_10,correct,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
060_incorrect_10,incorrect,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
061_correct_10,correct,10,yes,0.9950945919666719,ministral-3-8b,metrics,yesno,1
061_incorrect_10,incorrect,10,yes,0.9953904300085088,ministral-3-8b,metrics,yesno,1
062_correct_10,correct,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
062_incorrect_10,incorrect,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
063_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
063_incorrect_10,incorrect,10,yes,0.9950945942942779,ministral-3-8b,metrics,yesno,1
064_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
064_incorrect_10,incorrect,10,yes,0.9956684979794361,ministral-3-8b,metrics,yesno,1
065_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
065_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
066_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
066_incorrect_10,incorrect,10,yes,0.9956684979794361,ministral-3-8b,metrics,yesno,1
067_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
067_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
068_correct_10,correct,10,yes,0.9933071522457548,ministral-3-8b,metrics,yesno,1
068_incorrect_10,incorrect,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
069_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
069_incorrect_10,incorrect,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
070_correct_10,correct,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
070_incorrect_10,incorrect,10,yes,0.9928785746258433,ministral-3-8b,metrics,yesno,1
071_correct_10,correct,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
071_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
072_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
072_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
073_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
073_incorrect_10,incorrect,10,yes,0.9956684959229607,ministral-3-8b,metrics,yesno,1
074_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
074_incorrect_10,incorrect,10,yes,0.9933071459056739,ministral-3-8b,metrics,yesno,1
075_correct_10,correct,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
075_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
076_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
076_incorrect_10,incorrect,10,yes,0.9953904278206259,ministral-3-8b,metrics,yesno,1
077_correct_10,correct,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
077_incorrect_10,incorrect,10,yes,0.9919380084717284,ministral-3-8b,metrics,yesno,1
078_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
078_incorrect_10,incorrect,10,yes,0.9947798767825972,ministral-3-8b,metrics,yesno,1
079_correct_10,correct,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
079_incorrect_10,incorrect,10,yes,0.9947798743064417,ministral-3-8b,metrics,yesno,1
080_correct_10,correct,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
080_incorrect_10,incorrect,10,yes,0.994445075296309,ministral-3-8b,metrics,yesno,1
081_correct_10,correct,10,yes,0.9924227587321393,ministral-3-8b,metrics,yesno,1
081_incorrect_10,incorrect,10,yes,0.9933071490757153,ministral-3-8b,metrics,yesno,1
082_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
082_incorrect_10,incorrect,10,yes,0.9956684979794361,ministral-3-8b,metrics,yesno,1
083_correct_10,correct,10,yes,0.9928785712542649,ministral-3-8b,metrics,yesno,1
083_incorrect_10,incorrect,10,yes,0.9940889311437562,ministral-3-8b,metrics,yesno,1
084_correct_10,correct,10,yes,0.9937100978631075,ministral-3-8b,metrics,yesno,1
